,stars,Alcohol,BikeParking,BusinessAcceptsCreditCards,BusinessParking,Caters,GoodForKids,HasTV,NoiseLevel,RestaurantsAttire,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WiFi,romantic,intimate,classy,hipster,divey,touristy,trendy,upscale,casual
1183,4.2368421052631575,0,0,2,2,1,1,1,0,0,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1184,3.606060606060606,3,2,1,0,0,1,0,2,0,0,1,0,1,2,1,2,1,0,0,0,0,1,0,0,0,2
1185,3.357142857142857,1,2,2,2,0,2,0,1,1,0,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
1186,1.75,1,0,1,0,0,2,2,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
1187,3.923076923076923,1,2,2,0,1,2,0,3,1,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0
1188,3.8333333333333335,0,1,1,0,1,2,0,4,1,0,0,2,1,0,2,1,0,0,0,0,0,1,0,0,0,0
1189,3.652173913043478,3,2,2,2,2,2,2,1,1,2,0,2,1,0,2,2,1,0,0,0,0,0,0,2,0,2
1190,3.6666666666666665,1,1,1,0,1,2,2,1,1,0,0,2,1,2,1,2,1,0,0,0,0,1,0,0,0,0
1191,3.846441947565543,2,2,2,2,2,2,0,1,1,2,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
1192,4.529411764705882,1,0,1,2,0,2,2,3,1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2
1193,2.8333333333333335,1,2,2,2,1,2,0,1,1,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2
1194,4.125,0,1,1,1,1,1,0,0,0,1,0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0
1195,4.027027027027027,3,1,1,1,1,2,2,1,1,1,0,2,1,0,1,2,1,0,0,0,0,1,0,0,0,0
1196,4.444444444444445,0,1,2,0,1,2,0,0,1,2,1,2,1,0,0,2,0,1,1,1,1,1,1,1,1,1
1197,3.5348837209302326,1,2,1,2,0,2,0,1,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,2
1198,4.3,1,2,1,2,2,2,0,1,1,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0
1199,3.35,1,2,2,2,0,2,0,1,1,2,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
1200,3.949044585987261,3,2,1,2,0,0,0,1,1,0,0,2,1,2,2,2,1,0,0,0,0,1,0,0,0,0
1201,4.417721518987341,1,1,2,2,1,2,0,1,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2
1202,4.6,3,2,2,0,2,0,2,0,1,2,2,2,1,2,0,2,1,0,0,0,0,0,0,0,0,0
1203,3.956730769230769,3,2,2,2,0,2,2,1,1,2,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,2
1204,2.4404761904761907,1,2,2,2,2,2,0,1,1,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2
1205,3.7951807228915664,3,1,2,2,0,2,0,1,1,2,0,2,1,2,1,2,2,0,0,0,0,0,0,0,0,2
1206,3.142857142857143,1,1,2,2,2,2,0,1,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,2
1207,3.5436507936507935,3,2,2,2,2,2,2,1,1,2,0,2,1,2,2,2,2,0,0,0,0,0,0,0,0,2
1208,3.35,1,1,2,0,1,2,2,0,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0
1209,4.769230769230769,0,2,1,1,2,1,1,0,0,1,0,1,0,1,1,2,0,1,1,1,1,1,1,1,1,1
1210,3.7222222222222223,3,2,1,2,2,2,2,1,1,0,0,2,1,2,2,2,1,0,0,0,0,0,0,2,0,0
1211,4.208333333333333,3,0,1,2,2,2,0,3,1,0,0,2,2,2,2,0,2,0,0,0,0,0,0,0,0,2
1212,2.596774193548387,1,2,2,2,2,2,0,1,1,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2
1213,3.990990990990991,1,2,1,2,0,2,0,1,1,2,0,2,1,0,2,2,1,0,0,0,0,0,0,0,0,2
1214,4.475524475524476,2,2,1,2,0,2,0,1,1,0,0,2,1,2,2,2,1,0,0,0,0,1,0,2,0,2
1215,3.0833333333333335,0,2,2,0,1,1,1,0,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1
1216,3.235294117647059,1,0,2,2,2,2,0,1,1,0,0,2,0,0,1,2,2,0,0,0,2,0,0,0,0,2
1217,4.205882352941177,0,2,1,0,2,2,0,1,1,2,0,2,1,2,2,2,0,0,0,0,0,1,0,0,0,0
1218,3.6955128205128207,3,2,2,2,2,2,2,1,1,2,0,2,1,2,1,2,1,0,0,0,0,0,0,0,0,2
1219,4.294117647058823,1,1,2,2,1,2,1,0,1,0,0,2,0,0,1,2,0,1,1,1,1,1,1,1,1,1
1220,3.6444444444444444,3,0,1,2,2,2,2,1,1,2,0,2,1,2,1,2,1,0,0,0,0,1,0,0,0,2
1221,4.810344827586207,2,2,2,2,0,2,2,1,1,0,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,2
1222,3.4,3,2,0,0,1,1,2,1,0,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1223,4.057142857142857,1,2,2,2,0,2,0,1,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2
1224,2.7142857142857144,3,1,1,0,1,2,1,0,0,1,0,2,1,2,1,2,0,1,1,1,1,1,1,1,1,1
1225,3.8125,3,1,1,1,1,1,1,0,1,2,1,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0
1226,4.115537848605578,1,2,2,0,0,2,0,1,1,2,0,2,1,0,2,2,2,0,0,0,0,0,0,0,0,2
1227,2.7560975609756095,1,2,2,2,1,2,0,1,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
1228,4.25531914893617,1,1,2,1,1,2,0,0,1,2,0,2,0,0,1,2,1,0,0,0,2,0,0,2,0,2
1229,3.0,0,1,1,1,2,0,1,0,1,1,0,0,1,0,0,2,0,1,1,1,1,1,1,1,1,1
1230,3.787878787878788,3,1,1,0,1,2,2,0,1,2,0,2,1,2,1,2,1,0,0,0,0,1,0,0,0,0
1231,3.6621621621621623,3,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,2
1232,4.359183673469388,2,2,2,0,2,2,0,1,1,2,0,2,1,0,2,2,1,0,0,0,0,0,0,0,0,2
1233,4.6875,3,1,1,0,1,2,2,1,1,1,2,2,1,2,2,2,0,0,0,0,0,1,0,0,0,0
1234,4.037735849056604,1,1,2,0,2,2,0,1,1,2,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,2
1235,4.329411764705882,1,0,2,2,2,2,2,1,1,2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2
1236,3.7830188679245285,3,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,2
1237,2.3333333333333335,0,2,2,1,1,2,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
1238,4.2727272727272725,3,2,2,2,2,2,2,1,1,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,2
1239,3.6216216216216215,3,0,2,2,0,2,2,1,1,2,0,2,1,2,1,2,1,2,0,2,0,0,0,0,0,0
1240,4.142857142857143,1,0,1,2,0,2,2,2,1,2,0,2,1,2,2,2,1,0,0,0,0,1,0,0,0,0
1241,3.0135135135135136,1,0,2,2,1,2,0,1,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,2
1242,4.320297951582868,1,2,2,2,2,2,0,1,1,2,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,2
1243,3.410138248847926,3,0,2,2,0,2,2,1,1,2,0,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0
1244,3.4,0,2,1,0,1,1,1,0,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1
1245,4.581267217630854,1,2,2,0,0,2,0,1,1,2,0,2,0,0,0,2,1,0,0,0,0,0,0,2,0,2
1246,4.0,0,1,1,1,1,1,1,0,0,1,0,1,4,0,1,1,0,1,1,1,1,1,1,1,1,1
1247,2.3684210526315788,0,2,1,2,1,2,1,0,0,2,0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1
1248,3.375,0,2,1,0,1,2,0,1,2,2,0,2,1,2,2,0,1,1,1,1,1,1,1,1,1,1
1249,4.078688524590164,2,2,2,1,0,2,0,3,1,2,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,2
1250,3.142857142857143,1,0,2,2,0,2,0,4,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,2
1251,3.8680555555555554,1,2,1,2,0,2,0,1,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2
1252,3.4603174603174605,1,0,1,2,2,2,2,1,1,0,2,2,0,0,0,2,1,0,0,0,0,1,0,0,0,2
1253,4.0,0,0,1,0,1,2,2,0,1,0,0,2,2,0,1,2,0,1,1,1,1,1,1,1,1,1
1254,3.5495495495495497,1,0,2,0,0,2,2,1,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,2
1255,2.893939393939394,1,2,1,2,2,2,2,1,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,2
1256,3.951219512195122,3,2,2,2,0,2,2,1,1,0,0,2,1,0,2,2,1,0,0,0,0,0,0,0,0,2
1257,4.214285714285714,1,2,1,0,2,2,0,0,1,0,0,2,1,0,0,2,1,0,0,0,0,1,0,0,0,0
1258,3.5,0,1,1,0,1,2,2,0,1,0,0,2,1,2,1,2,0,0,0,0,0,1,0,0,0,0
1259,3.8666666666666667,2,0,2,2,0,2,0,1,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
1260,4.298429319371728,2,2,2,2,2,2,0,1,1,2,0,2,1,0,0,2,1,0,0,0,2,0,0,2,0,2
1261,3.5775862068965516,3,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,2
1262,3.75,1,1,1,2,0,0,0,3,1,0,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,0
1263,4.357843137254902,3,2,2,2,2,0,0,1,1,2,0,2,2,2,2,0,1,0,0,2,0,0,0,0,0,0
1264,3.6666666666666665,1,1,2,0,1,2,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0
1265,3.8333333333333335,0,1,1,0,1,1,1,0,0,1,0,1,4,0,1,1,0,0,0,0,0,1,0,0,0,0
1266,3.3333333333333335,0,1,1,1,1,2,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
1267,4.193548387096774,0,1,1,0,1,2,1,1,1,0,1,2,0,1,1,2,1,0,0,0,0,0,0,0,0,2
1268,1.6875,1,2,2,1,0,2,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1269,5.0,0,1,2,1,1,2,1,0,1,1,0,1,4,0,1,0,0,1,1,1,1,1,1,1,1,1
1270,3.4473684210526314,3,2,2,2,2,2,0,1,1,2,0,2,1,2,1,2,1,0,0,0,0,0,0,0,0,2
1271,4.411764705882353,0,1,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1272,3.581818181818182,3,2,1,2,1,0,0,2,1,0,0,2,1,2,1,0,1,0,0,0,2,0,0,0,0,0
1273,2.25,0,1,1,1,1,0,1,0,0,1,1,1,4,1,1,1,0,1,1,1,1,1,1,1,1,1
1274,2.1951219512195124,1,2,2,2,2,2,0,1,1,2,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
1275,3.0,3,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,2
1276,3.909090909090909,2,2,2,0,2,2,0,1,1,2,2,2,1,0,2,2,1,0,0,0,0,0,0,0,0,2
1277,1.125,1,0,2,1,2,0,0,3,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0
1278,3.1481888035126233,3,0,2,2,2,0,2,2,1,2,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,2
1279,4.2,1,2,2,2,2,1,2,0,0,2,0,1,4,0,2,2,1,0,0,0,0,0,0,0,0,0
1280,4.529411764705882,1,1,2,2,2,2,0,1,1,0,0,2,0,0,1,2,2,0,0,0,2,0,0,2,0,2
1281,4.615384615384615,1,2,1,2,0,2,0,0,1,2,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0
1282,2.823529411764706,1,0,2,2,0,2,2,3,1,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,2
1283,3.414285714285714,1,2,2,2,2,2,0,1,1,2,0,2,1,0,1,2,2,0,0,0,0,0,0,0,0,2
1284,3.757575757575758,1,2,1,2,0,2,0,1,1,2,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,2
1285,4.52,1,2,2,2,0,2,0,3,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2
1286,3.3529411764705883,1,2,2,2,0,2,2,1,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0
1287,3.3307086614173227,1,0,1,2,0,2,0,1,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,2
1288,2.510204081632653,3,1,1,2,1,2,0,3,1,2,2,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0
1289,3.6893203883495147,2,2,2,2,0,0,2,1,1,0,0,2,1,0,0,2,1,0,0,0,2,0,0,2,0,2
1290,2.978723404255319,1,2,2,2,0,2,0,1,1,0,0,2,1,0,1,2,2,0,0,0,0,0,0,0,0,2
1291,3.889328063241107,3,2,2,2,0,0,2,3,1,2,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0
1292,4.4,1,0,1,2,0,1,0,0,0,0,0,1,4,0,1,2,2,1,1,1,1,1,1,1,1,1
1293,3.869969040247678,3,2,2,2,0,2,0,1,1,2,0,2,1,2,1,2,2,0,0,0,0,0,0,0,0,2
1294,3.757575757575758,1,2,2,2,1,2,0,3,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2
1295,3.76171875,1,2,2,0,0,2,0,1,1,2,0,2,1,0,2,2,1,0,0,0,0,0,0,0,0,2
1296,4.278169014084507,1,1,2,2,0,2,0,1,1,2,0,2,0,0,0,2,1,0,0,0,2,0,0,2,0,2
1297,3.8,0,1,1,1,1,2,1,0,1,1,0,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0
1298,3.8160919540229883,1,2,2,2,0,2,2,1,1,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2
1299,3.0,0,1,1,1,2,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1300,3.717948717948718,2,2,2,2,2,2,2,1,1,2,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
1301,3.697674418604651,1,1,2,2,2,2,2,3,1,0,2,2,0,0,1,2,2,0,0,0,0,0,0,0,0,2
1302,4.1231884057971016,1,2,2,2,2,2,2,3,1,0,2,2,1,0,0,2,1,0,0,0,0,0,0,0,0,2
1303,3.630434782608696,3,2,1,2,2,0,0,1,1,0,2,2,1,0,2,2,1,0,0,0,2,0,0,0,0,0
1304,3.3358633776091082,3,2,2,2,2,2,2,1,1,2,0,2,1,2,2,2,2,0,0,0,0,0,0,0,0,2
1305,3.6,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0
1306,4.333333333333333,0,2,2,0,1,1,1,0,1,0,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1307,4.43298969072165,3,2,1,2,2,2,2,1,1,0,0,2,0,2,1,2,1,0,0,0,0,0,0,0,0,2
1308,4.0,1,0,1,1,1,2,2,1,1,2,2,2,1,2,1,0,2,0,0,0,0,1,0,0,0,2
1309,3.5555555555555554,1,2,1,2,1,2,0,3,1,0,0,2,1,0,2,2,0,0,0,0,0,1,0,0,0,0
1310,4.121311475409836,1,2,0,2,0,2,2,1,1,2,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,2
1311,4.166666666666667,1,0,2,2,2,2,2,1,1,0,0,2,0,2,1,2,1,0,0,0,0,0,0,0,0,2
1312,5.0,0,1,1,1,1,1,1,0,0,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
1313,4.75,3,2,1,2,2,0,2,0,1,0,2,2,1,2,2,2,1,0,0,0,0,1,0,0,0,0
1314,3.7058823529411766,0,2,1,1,1,2,0,0,1,2,0,0,1,0,1,2,0,1,1,1,1,1,1,1,1,1
1315,4.666666666666667,1,2,2,2,2,1,2,0,0,2,0,1,4,0,0,2,1,1,1,1,1,1,1,1,1,1
1316,3.4,2,2,1,0,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1
1317,3.1515151515151514,1,2,1,2,2,2,0,1,1,0,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
1318,4.083969465648855,3,2,1,2,0,0,0,2,1,2,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,2
1319,3.5217391304347827,0,1,1,1,1,2,1,0,0,1,0,1,4,0,1,2,0,1,1,1,1,1,1,1,1,1
1320,4.246376811594203,0,2,2,2,2,2,2,3,1,2,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,2
1321,1.3333333333333333,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
1322,4.875,0,2,1,2,2,1,1,0,0,1,1,0,0,1,1,2,2,1,1,1,1,1,1,1,1,1
1323,2.1666666666666665,0,1,2,1,1,2,1,0,0,2,0,2,4,0,1,2,0,1,1,1,1,1,1,1,1,1
1324,4.198473282442748,1,2,2,2,2,2,0,1,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,2,0,2
1325,3.727272727272727,3,1,2,2,1,0,2,1,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0
1326,3.3125,1,2,2,0,2,2,2,1,1,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,2
1327,4.4471544715447155,3,2,2,2,2,0,2,1,1,2,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,2
1328,3.6728971962616823,3,2,2,2,0,2,0,1,1,0,0,2,1,0,2,2,2,0,0,0,0,0,0,0,0,2
1329,3.08974358974359,1,2,2,2,0,2,0,1,1,0,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
1330,2.3333333333333335,1,2,2,0,0,0,0,1,1,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0
1331,4.297898640296663,3,2,2,2,2,2,2,1,1,2,0,2,1,0,2,2,1,0,0,0,0,0,0,2,0,2
1332,2.82,1,2,2,2,0,2,2,1,1,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,2
1333,4.909090909090909,0,1,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1334,4.333333333333333,0,1,1,1,1,2,1,0,1,1,0,2,4,0,1,2,1,1,1,1,1,1,1,1,1,1
1335,2.9280575539568345,3,2,2,2,0,2,2,1,1,0,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,2
1336,4.75,1,0,2,2,2,1,2,0,0,0,2,1,4,0,0,2,1,1,1,1,1,1,1,1,1,1
1337,2.6,0,2,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1338,3.4862385321100917,1,2,2,1,2,2,2,1,1,2,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
1339,2.0,0,1,1,1,1,2,1,0,1,0,0,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0
1340,3.926470588235294,3,2,2,2,2,2,2,1,1,2,0,2,1,2,2,2,1,0,0,0,0,0,0,2,0,2
1341,4.2727272727272725,1,2,2,0,2,2,0,1,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0
1342,4.147058823529412,1,2,1,0,0,0,0,4,1,0,0,0,1,0,2,2,1,0,0,0,2,1,0,0,0,0
1343,3.9872832369942195,3,2,2,2,2,0,2,1,1,2,2,2,1,2,1,2,1,0,0,0,0,0,0,2,0,0
1344,2.6666666666666665,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1
1345,3.6666666666666665,2,0,1,2,0,2,0,1,1,2,0,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0
1346,2.92,3,2,1,2,1,0,2,1,1,2,0,2,1,2,1,2,3,0,0,0,0,0,0,0,0,2
1347,4.320247933884297,3,2,2,2,2,2,2,1,1,2,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,2
1348,2.8,0,1,1,0,1,1,1,0,0,1,1,1,4,1,1,1,0,1,1,1,1,1,1,1,1,1
1349,3.825,3,2,1,2,0,2,2,1,1,2,0,2,1,2,1,2,2,0,0,0,0,0,0,0,0,2
1350,3.875,0,2,1,1,1,2,2,0,1,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0
1351,2.3529411764705883,1,0,2,1,1,2,0,0,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0
1352,4.555555555555555,2,2,1,2,2,2,0,0,1,2,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0
1353,3.8857142857142857,0,2,1,0,1,2,0,3,1,2,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0
1354,3.7333333333333334,1,2,2,2,2,2,0,3,1,0,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
1355,3.8421052631578947,3,1,1,2,1,2,0,1,1,2,0,0,1,1,1,2,2,0,0,0,0,1,0,0,0,2
1356,3.9914529914529915,3,2,2,2,2,0,2,1,1,2,0,2,1,2,2,2,1,0,0,2,0,0,0,0,0,0
1357,3.5,1,2,2,2,1,2,2,1,1,2,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
1358,4.833333333333333,0,1,2,0,1,1,1,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1
1359,4.042600896860987,1,2,2,2,0,2,2,1,1,2,0,2,0,0,0,2,1,0,0,0,2,0,0,0,0,2
1360,4.0,1,0,2,2,0,2,0,1,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
1361,4.233333333333333,1,2,1,2,1,2,0,0,1,0,0,2,0,0,1,2,1,0,0,0,0,1,0,0,0,0
1362,4.733333333333333,1,2,2,2,0,2,0,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
1363,3.359375,3,2,1,2,0,2,2,3,1,2,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,2
1364,3.956298200514139,3,2,1,2,0,0,0,1,1,2,0,2,1,2,1,2,2,0,0,0,0,1,0,0,0,2
1365,3.857142857142857,0,2,2,0,1,1,1,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
1366,4.722222222222222,1,1,2,0,1,2,0,3,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2
1367,4.333333333333333,0,1,1,1,1,1,1,0,0,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
1368,4.0,3,2,1,2,2,0,0,1,1,2,0,2,1,2,1,2,1,2,0,0,0,0,0,0,0,0
1369,4.346153846153846,1,2,2,1,1,2,0,3,1,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0
1370,2.694736842105263,3,2,2,2,0,0,2,3,1,2,0,2,2,2,2,0,3,0,0,2,0,0,0,0,0,0
1371,3.888888888888889,0,2,1,2,1,2,2,1,1,2,2,2,0,2,2,2,1,0,0,0,0,1,0,0,0,0
1372,2.6,3,2,2,1,0,0,2,1,1,0,0,2,1,0,1,2,2,1,1,1,1,1,1,1,1,1
1373,2.5,1,0,2,0,0,2,0,0,1,0,0,2,0,0,2,2,1,0,0,0,0,2,0,0,0,0
1374,5.0,0,1,1,1,1,2,1,0,0,1,1,2,4,2,1,1,0,1,1,1,1,1,1,1,1,1
1375,4.221745350500715,3,2,2,2,0,2,0,1,1,2,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
1376,3.5,1,1,2,2,1,1,1,0,1,0,2,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1
1377,4.407407407407407,0,2,2,2,0,1,0,0,0,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0
1378,4.144420131291028,2,2,2,2,0,2,0,1,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,2
1379,4.0,3,2,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1380,3.6760204081632653,3,0,2,2,2,2,0,1,1,0,0,2,1,2,2,0,1,0,0,0,0,0,0,0,0,2
1381,3.113821138211382,1,2,2,2,0,2,0,1,1,0,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
1382,3.2903225806451615,1,2,2,2,2,2,2,1,1,0,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
1383,3.0555555555555554,3,1,2,2,1,0,2,0,1,0,0,2,1,2,1,2,2,0,0,0,0,0,0,0,0,2
1384,2.7209302325581395,3,0,1,0,1,2,2,2,1,0,0,2,1,0,2,2,1,0,0,0,0,1,0,0,0,2
1385,3.9393939393939394,1,2,2,2,0,2,0,1,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0
1386,3.7058823529411766,1,2,1,0,1,2,0,0,1,0,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0
1387,1.8,0,1,1,1,0,2,2,0,1,1,0,2,1,0,1,2,0,0,0,0,0,1,0,0,0,0
1388,2.8666666666666667,1,0,2,2,2,2,0,1,1,0,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
1389,3.6557377049180326,2,2,1,2,1,2,0,1,1,2,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0
1390,3.0,1,2,0,0,0,2,2,1,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0
1391,3.6936671575846836,3,2,2,2,0,2,2,1,1,2,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,2
1392,4.2407407407407405,3,1,2,0,2,2,0,0,1,0,0,2,1,0,2,2,1,0,0,0,0,0,0,0,0,2
1393,4.333333333333333,0,2,2,1,2,2,2,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
1394,4.875,1,2,1,2,2,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0
1395,1.5964912280701755,1,0,2,0,0,2,0,4,1,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,2
1396,3.230769230769231,1,0,2,0,1,2,0,1,1,2,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0
1397,2.5384615384615383,1,0,2,2,2,2,0,1,1,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,2
1398,4.2618083670715246,3,2,2,2,2,2,2,1,1,2,0,2,1,2,2,2,1,0,0,0,0,0,0,2,0,2
1399,3.4,1,2,1,0,1,2,2,0,1,2,2,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0
1400,2.875,3,1,2,2,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1401,2.142857142857143,1,2,2,0,2,2,0,3,1,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0
1402,1.9655172413793103,1,1,2,1,1,2,1,0,0,1,0,2,4,0,1,2,0,0,0,0,0,0,0,0,0,2
1403,2.9444444444444446,1,0,2,0,2,2,0,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2
