stars,Alcohol,BikeParking,BusinessAcceptsCreditCards,BusinessParking,DogsAllowed,GoodForKids,HasTV,NoiseLevel,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WiFi
3.558746736,2,1,1,1,0,1,1,1,1,-1,1,1,-1,0,1,2
4.782608696,0,1,1,1,0,1,-1,1,1,1,-1,2,-1,1,1,2
2.428571429,2,1,0,1,0,1,1,-1,1,-1,1,2,1,0,1,2
4.368421053,0,1,0,0,0,1,-1,1,1,-1,1,2,-1,1,1,2
3.849056604,0,1,1,1,0,0,0,0,1,0,0,2,-1,0,1,2
3.4375,0,1,1,1,0,1,-1,1,-1,-1,1,2,-1,0,1,-1
3.6875,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0
3.421568627,0,-1,1,1,0,1,-1,1,-1,-1,1,2,-1,-1,1,-1
3.93220339,1,1,1,1,0,1,1,2,1,-1,1,2,-1,-1,1,2
2.9375,0,-1,1,1,0,1,1,1,-1,-1,-1,1,-1,0,1,-1
4.533333333,2,1,1,1,0,1,1,1,-1,-1,1,2,1,1,1,2
4.216718266,0,1,1,1,0,1,1,1,-1,-1,1,1,-1,0,1,2
3.555555556,0,1,1,0,0,1,1,1,-1,-1,1,1,-1,1,1,-1
3.692307692,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2
2.452054795,0,1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,2
4.176470588,2,1,1,1,-1,1,-1,1,1,-1,1,2,1,1,1,2
4.218487395,0,1,1,1,0,1,-1,1,1,1,-1,1,-1,0,1,2
2.555555556,0,-1,1,0,0,1,-1,0,-1,-1,1,1,-1,0,1,2
4.516129032,0,1,1,1,0,1,1,0,1,-1,1,1,-1,-1,1,2
3.631578947,0,-1,1,1,1,1,-1,2,1,-1,1,2,-1,-1,1,2
4.5,0,0,0,0,0,1,0,0,0,-1,1,1,0,0,1,-1
4.75,2,-1,0,0,-1,1,1,0,1,-1,1,3,1,1,1,2
2.044776119,0,1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,2
2.666666667,0,0,0,0,0,1,1,0,-1,-1,1,2,-1,0,1,0
4.104477612,0,1,0,1,0,1,-1,1,-1,-1,1,1,1,0,1,2
4,2,0,0,1,0,-1,0,-2,-1,-1,1,3,1,0,-1,2
4,0,0,0,0,0,1,0,0,1,-1,1,2,1,0,-1,0
2.53125,0,1,1,1,0,1,-1,1,1,-1,1,1,-1,-1,1,2
4.527777778,0,1,1,1,1,1,-1,2,1,-1,1,2,-1,-1,1,2
3.674074074,0,1,1,1,0,1,-1,1,1,-1,1,1,-1,0,1,-1
4.333333333,2,1,0,1,0,1,-1,0,1,1,1,2,1,1,1,2
3.807692308,2,1,0,1,0,-1,-1,1,-1,-1,1,3,1,0,1,-1
2.880597015,2,1,0,1,-1,1,1,1,1,1,1,2,1,1,1,2
4.138461538,0,1,1,1,0,1,-1,2,-1,-1,1,2,-1,1,1,2
4.3125,0,1,1,1,0,1,-1,2,-1,-1,1,2,-1,1,1,0
4.416666667,2,-1,0,0,0,1,-1,1,-1,-1,1,2,1,1,1,2
3.8,1,0,0,0,0,1,1,0,-1,-1,0,2,0,0,1,0
3.686746988,1,1,1,1,0,1,-1,2,1,-1,1,2,1,0,1,-1
4.584615385,0,1,1,1,0,1,-1,2,1,1,1,1,1,0,1,-1
3.461538462,2,1,1,1,0,1,1,1,1,-1,1,2,1,1,1,2
3,0,0,0,0,0,1,1,1,-1,-1,1,1,-1,0,1,0
4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4.04432133,0,1,1,1,0,1,-1,2,-1,-1,1,1,-1,-1,1,2
4.045454545,0,0,1,1,0,1,-1,1,1,1,1,1,-1,0,1,2
4,0,0,1,0,0,1,0,0,-1,0,1,2,-1,0,1,0
2.6,0,0,1,1,0,-1,0,0,1,-1,1,2,0,0,0,0
3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.617283951,2,1,1,1,0,1,1,1,1,-1,1,2,1,0,1,-1
3.6,2,-1,1,1,0,1,1,1,-1,-1,1,2,1,1,1,2
4.545454545,2,1,1,1,0,1,1,1,1,-1,1,2,1,1,1,2
4.253303965,0,1,1,1,0,1,-1,1,1,-1,1,1,-1,-1,1,-1
4.786885246,0,-1,1,1,0,1,-1,1,-1,-1,1,1,-1,-1,-1,-1
3.956140351,0,1,1,1,0,1,-1,1,1,-1,1,2,-1,0,1,2
2.733333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.818181818,0,0,1,0,0,0,0,0,0,-1,1,0,-1,0,1,0
3.0125,0,1,1,1,0,1,-1,1,1,-1,1,2,-1,0,1,2
3.363636364,2,-1,0,1,-1,1,1,1,1,-1,1,2,1,1,1,2
4.159090909,2,1,0,1,0,1,-1,1,1,-1,1,2,1,1,1,-1
3.423076923,0,1,0,0,0,1,-1,0,1,-1,1,1,-1,0,1,2
4.016290727,0,1,1,1,0,1,-1,1,1,-1,1,2,-1,1,1,2
3.947368421,0,-1,0,1,0,1,-1,-1,-1,1,1,2,1,0,1,2
3.363636364,2,1,1,0,0,-1,1,1,-1,-1,1,2,-1,0,1,2
3.01744186,1,1,1,1,0,1,-1,1,-1,-1,1,2,-1,1,-1,2
4.4,1,1,1,0,0,1,1,0,-1,1,1,2,1,1,1,2
4,2,1,1,0,0,1,1,2,-1,1,1,1,1,1,1,2
4.732142857,0,-1,1,1,1,1,-1,2,-1,-1,1,2,-1,-1,1,2
2.892857143,0,1,1,1,0,1,-1,1,-1,1,1,1,1,1,1,2
3.944444444,0,-1,-1,0,0,1,-1,1,-1,-1,-1,2,-1,1,1,-1
4.0625,2,1,0,0,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
4.414634146,2,1,0,1,-1,1,1,0,-1,-1,1,2,1,1,1,2
2.571428571,0,0,0,0,0,1,1,1,-1,-1,1,1,1,0,1,-1
4.303571429,0,-1,1,0,-1,1,1,1,1,-1,1,1,1,1,1,-1
3.417721519,0,-1,1,1,0,1,-1,1,1,-1,1,2,1,1,1,2
3.571428571,0,1,0,1,0,1,-1,1,-1,-1,1,1,-1,0,1,2
4.503448276,0,1,1,1,0,1,-1,1,-1,-1,-1,1,-1,0,1,2
3.746153846,2,1,1,1,0,-1,1,1,1,-1,1,1,-1,0,1,2
3.333333333,0,1,0,0,0,1,1,1,-1,-1,1,1,-1,1,1,2
4.183673469,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2
4.112781955,2,1,1,1,0,-1,-1,1,1,-1,1,2,1,0,1,2
4.473684211,0,0,1,0,0,1,0,1,1,-1,1,1,-1,1,1,0
4.2,0,1,1,1,-1,1,-1,1,1,1,-1,1,-1,-1,1,2
2.786885246,0,1,1,1,0,1,-1,1,1,-1,1,2,-1,-1,1,2
3.666666667,1,1,0,1,-1,1,-1,1,-1,-1,1,2,-1,1,1,2
3.333333333,2,1,1,1,0,1,1,1,1,-1,1,2,1,1,1,-1
3.153846154,0,0,0,0,0,1,0,0,0,0,1,1,-1,0,1,0
3.568965517,0,1,1,1,0,1,-1,1,1,-1,1,2,1,1,1,2
3.2,0,-1,1,1,0,1,-1,2,-1,-1,1,1,-1,0,1,-1
1.85,0,-1,1,0,0,1,0,0,0,0,1,2,-1,0,1,0
4.1875,0,1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1
3.5,0,1,1,0,0,1,-1,-1,-1,-1,1,1,-1,0,1,-1
2.894736842,0,0,1,0,0,1,-1,0,-1,-1,1,1,-1,0,1,-1
2.3125,0,1,1,1,0,1,-1,1,-1,1,1,1,-1,1,1,2
3.745205479,2,1,0,1,-1,-1,1,1,1,-1,1,3,1,1,-1,2
3.947368421,0,0,0,0,0,1,1,1,-1,-1,1,1,-1,1,1,2
4.126530612,2,1,1,1,0,1,1,1,1,-1,1,2,-1,1,1,2
3.974874372,0,1,1,1,0,1,-1,1,-1,-1,1,2,-1,0,1,-1
3.61038961,0,1,0,1,0,1,-1,1,1,-1,-1,2,-1,0,1,-1
4.463414634,0,1,1,1,0,1,-1,2,-1,-1,1,1,-1,0,1,2
4.15625,0,1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
4.003144654,1,1,1,1,0,1,1,1,-1,-1,1,1,-1,1,1,-1
4.212765957,0,1,1,1,0,1,-1,-1,1,-1,1,1,-1,0,1,2
3.964912281,1,1,1,1,0,-1,1,-2,1,-1,1,1,-1,-1,1,2
3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4.089108911,0,1,1,1,0,1,1,1,-1,1,1,1,-1,0,1,-1
4.333333333,0,1,0,1,0,1,-1,1,1,-1,1,2,1,0,1,2
4.236363636,1,-1,1,0,0,1,1,2,-1,-1,1,1,-1,0,1,-1
3.131578947,0,-1,1,1,0,1,-1,2,-1,-1,1,1,-1,0,1,-1
4.016304348,0,1,1,1,0,1,1,2,1,1,-1,2,-1,-1,1,2
2.387096774,0,1,1,1,0,1,1,1,-1,-1,1,1,-1,1,1,2
4.210526316,1,1,1,1,0,0,-1,0,1,-1,0,1,-1,1,1,2
4.294117647,2,1,0,1,-1,1,-1,1,1,-1,1,2,1,1,1,2
3.523809524,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0
3.64940239,2,-1,1,1,0,-1,1,1,1,-1,1,3,1,0,1,2
3.79375,1,1,1,1,0,1,1,1,-1,-1,1,2,-1,0,1,2
3.538461538,0,-1,1,1,0,1,-1,1,-1,-1,1,1,-1,1,1,-1
2.930555556,0,1,1,1,0,1,-1,1,1,-1,1,2,-1,0,1,2
4,0,0,1,0,0,1,-1,1,1,-1,1,1,-1,0,1,-1
3.23255814,2,1,0,1,0,1,1,1,1,-1,1,2,1,0,1,2
3.581967213,2,1,1,1,0,1,1,1,-1,-1,1,1,-1,0,1,2
2.636363636,0,0,0,0,0,1,-1,-1,1,-1,1,2,1,0,-1,2
3.464285714,2,1,1,1,0,-1,1,1,1,-1,1,2,-1,0,1,2
5,0,1,1,0,0,1,-1,0,-1,-1,1,1,-1,0,1,0
4.777777778,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,1,0
3.784313725,2,1,1,1,1,1,1,1,1,1,-1,2,1,1,1,2
2.806451613,0,1,1,0,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
4.121212121,0,1,1,1,0,1,-1,0,1,-1,1,1,-1,0,1,-1
3.615384615,2,-1,1,1,0,1,1,1,-1,-1,-1,1,-1,0,1,2
3.741573034,0,1,0,1,0,1,-1,1,1,-1,-1,2,-1,0,1,-1
2.75,0,0,1,0,0,1,-1,1,1,-1,1,1,-1,0,1,0
4.35483871,0,1,0,1,0,1,-1,2,-1,-1,1,2,1,0,1,2
3.098765432,2,-1,0,1,-1,-1,1,-1,1,-1,1,2,1,1,1,2
2.611111111,0,1,1,0,0,1,-1,1,-1,-1,1,1,-1,0,1,2
4.2,0,0,0,0,0,1,-1,1,-1,0,0,2,-1,0,1,-1
4.591304348,0,1,1,1,0,1,-1,1,-1,-1,1,2,-1,1,1,-1
2.258928571,0,1,1,1,0,1,-1,2,-1,-1,1,1,-1,0,1,-1
3.756097561,0,1,-1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
3.963369963,0,1,1,1,0,1,1,2,-1,1,1,2,-1,1,1,2
3.878787879,0,1,1,1,1,1,-1,0,1,-1,1,1,-1,-1,1,2
3.627906977,1,1,1,1,0,1,1,1,-1,1,1,1,1,0,1,-1
3.827586207,2,-1,1,1,0,-1,1,1,1,-1,1,2,1,0,-1,-1
3.534772182,2,1,1,1,0,1,-1,1,1,-1,1,2,1,0,1,2
4.388888889,0,0,0,0,0,1,-1,1,-1,-1,1,2,1,1,1,2
2.848484848,0,1,1,0,0,1,1,1,-1,-1,1,1,-1,1,1,2
1.903846154,0,-1,1,1,0,1,-1,2,-1,-1,1,1,-1,1,1,-1
3.520676692,2,1,1,1,0,1,1,1,1,-1,1,2,1,0,1,2
3.578947368,2,-1,0,1,0,1,-1,-1,1,-1,1,2,1,0,1,2
3.52,2,0,1,1,0,1,-1,1,1,1,1,2,1,0,1,2
1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
4.509202454,0,1,1,1,0,1,1,1,-1,-1,1,1,-1,0,1,2
3.090909091,2,1,0,1,1,1,-1,1,1,-1,1,2,1,1,1,2
4.231433506,0,1,1,1,0,1,-1,1,1,-1,1,1,-1,-1,1,2
4.5,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0
2.722222222,0,1,1,0,0,1,-1,1,-1,-1,1,1,-1,0,1,0
3.845117845,2,1,0,1,0,1,-1,1,1,-1,1,2,1,0,1,-1
2.6,0,-1,0,0,0,1,-1,1,-1,-1,1,1,-1,0,1,2
4.418604651,2,1,1,1,0,-1,1,1,1,-1,1,2,1,0,1,2
4.236842105,0,-1,1,1,0,0,0,0,1,0,0,1,0,0,0,2
3.606060606,2,1,0,0,0,0,-1,-1,-1,0,-1,2,1,0,1,2
3.357142857,0,1,1,1,0,1,-1,1,-1,-1,1,2,-1,0,1,2
1.75,0,-1,0,0,0,1,1,-1,-1,-1,-1,1,-1,-1,1,2
3.923076923,0,1,1,0,0,1,-1,2,0,-1,1,1,-1,-1,1,2
3.833333333,0,0,0,0,0,1,-1,-2,-1,-1,1,2,-1,1,0,0
3.652173913,2,1,1,1,-1,1,1,1,1,-1,1,2,-1,1,1,2
3.666666667,0,0,0,0,0,1,1,1,-1,-1,1,2,1,0,1,2
3.846441948,1,1,1,1,0,1,-1,1,1,-1,1,2,-1,0,1,2
4.529411765,0,-1,0,1,-1,1,1,2,1,-1,-1,1,-1,-1,1,-1
2.833333333,0,1,1,1,0,1,-1,1,-1,-1,1,2,-1,0,1,0
4.125,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0
4.027027027,2,0,0,0,0,1,1,1,0,-1,1,2,-1,0,1,2
4.444444444,0,0,1,0,0,1,-1,0,1,0,1,2,-1,-1,1,0
3.534883721,0,1,0,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
4.3,0,1,0,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,2
3.35,0,1,1,1,0,1,-1,1,1,-1,1,2,-1,0,1,2
3.949044586,2,1,0,1,-1,-1,-1,1,-1,-1,1,2,1,1,1,2
4.417721519,0,0,1,1,0,1,-1,1,-1,-1,1,1,-1,-1,1,-1
4.6,2,1,1,0,0,-1,1,0,1,1,1,2,1,-1,1,2
3.956730769,2,1,1,1,-1,1,1,1,1,-1,1,2,1,1,1,2
2.44047619,0,1,1,1,0,1,-1,1,1,-1,1,1,-1,-1,1,2
3.795180723,2,0,1,1,0,1,-1,1,1,-1,1,2,1,0,1,-1
3.142857143,0,0,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
3.543650794,2,1,1,1,0,1,1,1,1,-1,1,2,1,1,1,-1
3.35,0,0,1,0,0,1,1,0,-1,-1,1,1,-1,0,1,2
4.769230769,0,1,0,0,1,0,0,0,0,-1,0,1,0,0,1,0
3.722222222,2,1,0,1,-1,1,1,1,-1,-1,1,2,1,1,1,2
4.208333333,2,-1,0,1,-1,1,-1,2,-1,-1,1,3,1,1,-1,-1
2.596774194,0,1,1,1,0,1,-1,1,1,-1,1,1,-1,-1,1,2
3.990990991,0,1,0,1,0,1,-1,1,1,-1,1,2,-1,1,1,2
4.475524476,1,1,0,1,0,1,-1,1,-1,-1,1,2,1,1,1,2
3.083333333,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0
3.235294118,0,-1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
4.205882353,0,1,0,0,0,1,-1,1,1,-1,1,2,1,1,1,0
3.695512821,2,1,1,1,0,1,1,1,1,-1,1,2,1,0,1,2
4.294117647,0,0,1,1,0,1,0,0,-1,-1,1,1,-1,0,1,0
3.644444444,2,-1,0,1,0,1,1,1,1,-1,1,2,1,0,1,2
4.810344828,1,1,1,1,-1,1,1,1,-1,-1,1,2,1,1,1,2
3.4,2,1,-1,0,0,0,1,1,1,0,1,1,-1,0,0,0
4.057142857,0,1,1,1,0,1,-1,1,1,-1,-1,1,-1,0,1,-1
2.714285714,2,0,0,0,0,1,0,0,0,-1,1,2,1,0,1,0
3.8125,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0
4.115537849,0,1,1,0,0,1,-1,1,1,-1,1,2,-1,1,1,-1
2.756097561,0,1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,2
4.255319149,0,0,1,0,0,1,-1,0,1,-1,1,1,-1,0,1,2
3,0,0,0,0,0,-1,0,0,0,-1,-1,2,-1,-1,1,0
3.787878788,2,0,0,0,0,1,1,0,1,-1,1,2,1,0,1,2
3.662162162,2,1,0,1,-1,1,1,1,1,1,1,2,1,1,1,2
4.359183673,1,1,1,0,-1,1,-1,1,1,-1,1,2,-1,1,1,2
4.6875,2,0,0,0,0,1,1,1,0,1,1,2,1,1,1,0
4.037735849,0,0,1,0,0,1,-1,1,1,-1,1,2,-1,-1,1,2
4.329411765,0,-1,1,1,0,1,1,1,1,1,1,1,-1,-1,1,-1
3.783018868,2,1,1,1,0,1,1,1,1,1,1,2,1,0,1,2
2.333333333,0,1,1,0,0,1,0,0,-1,-1,-1,1,-1,0,1,0
4.272727273,2,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,-1
3.621621622,2,-1,1,1,0,1,1,1,1,-1,1,2,1,0,1,2
4.142857143,0,-1,0,1,-1,1,1,-1,1,-1,1,2,1,1,1,2
3.013513514,0,-1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
4.320297952,0,1,1,1,0,1,-1,1,1,-1,1,2,1,1,1,2
3.410138249,2,-1,1,1,0,1,1,1,1,-1,1,2,1,0,1,2
3.4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0
4.581267218,0,1,1,0,-1,1,-1,1,1,-1,1,1,-1,-1,1,2
4,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0
2.368421053,0,1,0,1,0,1,0,0,1,-1,1,2,0,0,1,-1
3.375,0,1,0,0,0,1,-1,1,1,-1,1,2,1,1,-1,2
4.078688525,1,1,1,0,-1,1,-1,2,1,-1,1,2,-1,1,-1,2
3.142857143,0,-1,1,1,0,1,-1,-2,-1,-1,1,1,-1,0,1,-1
3.868055556,0,1,0,1,0,1,-1,1,-1,-1,1,1,-1,-1,1,2
3.46031746,0,-1,0,1,0,1,1,1,-1,1,1,1,-1,-1,1,2
4,0,-1,0,0,0,1,1,0,-1,-1,1,3,-1,0,1,0
3.54954955,0,-1,1,0,0,1,1,1,-1,-1,1,1,-1,0,1,-1
2.893939394,0,1,0,1,0,1,1,1,-1,-1,-1,2,-1,0,1,2
3.951219512,2,1,1,1,0,1,1,1,-1,-1,1,2,-1,1,1,2
4.214285714,0,1,0,0,0,1,-1,0,-1,-1,1,2,-1,-1,1,2
3.5,0,0,0,0,0,1,1,0,-1,-1,1,2,1,0,1,0
3.866666667,1,-1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,2
4.298429319,1,1,1,1,0,1,-1,1,1,-1,1,2,-1,-1,1,2
3.577586207,2,1,1,1,0,1,1,1,1,1,1,2,1,1,1,2
3.75,0,0,0,1,0,-1,-1,2,-1,-1,-1,1,-1,0,1,2
4.357843137,2,1,1,1,0,-1,-1,1,1,-1,1,3,1,1,-1,2
3.666666667,0,0,1,0,0,1,-1,0,-1,-1,1,1,-1,0,1,2
3.833333333,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0
3.333333333,0,0,0,0,0,1,-1,1,0,0,0,2,0,0,-1,0
4.193548387,0,0,0,0,0,1,0,1,-1,0,1,1,0,0,1,2
1.6875,0,1,1,0,0,1,-1,1,-1,-1,1,1,-1,-1,1,0
5,0,0,1,0,0,1,0,0,0,-1,0,0,-1,0,-1,0
3.447368421,2,1,1,1,0,1,-1,1,1,-1,1,2,1,0,1,2
4.411764706,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2
3.581818182,2,1,0,1,0,-1,-1,-1,-1,-1,1,2,1,0,-1,2
2.25,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
2.195121951,0,1,1,1,0,1,-1,1,1,-1,1,1,-1,0,1,2
3,2,1,0,1,-1,1,1,1,1,1,1,2,1,1,1,2
3.909090909,1,1,1,0,0,1,-1,1,1,1,1,2,-1,1,1,2
1.125,0,-1,1,0,0,-1,-1,2,-1,-1,-1,1,-1,0,1,-1
3.148188804,2,-1,1,1,0,-1,1,-1,1,-1,1,2,1,1,1,2
4.2,0,1,1,1,0,0,1,0,1,-1,0,0,-1,1,1,2
4.529411765,0,0,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
4.615384615,0,1,0,1,-1,1,-1,0,1,-1,-1,1,0,0,1,2
2.823529412,0,-1,1,1,-1,1,1,2,-1,-1,1,1,-1,1,1,2
3.414285714,0,1,1,1,0,1,-1,1,1,-1,1,2,-1,0,1,-1
3.757575758,0,1,0,1,0,1,-1,1,1,-1,1,2,-1,-1,1,2
4.52,0,1,1,1,0,1,-1,2,-1,-1,1,1,-1,-1,1,2
3.352941176,0,1,1,1,0,1,1,1,-1,-1,1,1,-1,0,1,-1
3.330708661,0,-1,0,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
2.510204082,2,0,0,1,0,1,-1,2,1,1,1,2,1,0,1,-1
3.689320388,1,1,1,1,0,-1,1,1,-1,-1,1,2,-1,-1,1,2
2.978723404,0,1,1,1,0,1,-1,1,-1,-1,1,2,-1,0,1,-1
3.889328063,2,1,1,1,-1,-1,1,2,1,-1,1,2,1,1,1,2
4.4,0,-1,0,1,0,0,-1,0,-1,-1,0,0,-1,0,1,-1
3.86996904,2,1,1,1,0,1,-1,1,1,-1,1,2,1,0,1,-1
3.757575758,0,1,1,1,0,1,-1,2,-1,-1,1,1,-1,-1,1,2
3.76171875,0,1,1,0,0,1,-1,1,1,-1,1,2,-1,1,1,2
4.278169014,0,0,1,1,1,1,-1,1,1,-1,1,1,-1,-1,1,2
3.8,0,0,0,0,0,1,0,0,0,-1,1,1,-1,0,1,0
3.816091954,0,1,1,1,0,1,1,1,1,-1,-1,1,-1,0,1,2
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
3.717948718,1,1,1,1,0,1,1,1,1,1,1,2,-1,0,1,2
3.697674419,0,0,1,1,0,1,1,2,-1,1,1,1,-1,0,1,-1
4.123188406,0,1,1,1,0,1,1,2,-1,1,1,2,-1,-1,1,2
3.630434783,2,1,0,1,-1,-1,-1,1,-1,1,1,2,-1,1,1,2
3.335863378,2,1,1,1,-1,1,1,1,1,-1,1,2,1,1,1,-1
3.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4.333333333,0,1,1,0,0,0,0,0,-1,0,1,1,-1,0,0,2
4.432989691,2,1,0,1,0,1,1,1,-1,-1,1,1,1,0,1,2
4,0,-1,0,0,0,1,1,1,1,1,1,2,1,0,-1,-1
3.555555556,0,1,0,1,0,1,-1,2,-1,-1,1,2,-1,1,1,0
4.121311475,0,1,-1,1,0,1,1,1,1,-1,1,1,-1,0,1,-1
4.166666667,0,-1,1,1,0,1,1,1,-1,-1,1,1,1,0,1,2
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4.75,2,1,0,1,-1,-1,1,0,-1,1,1,2,1,1,1,2
3.705882353,0,1,0,0,0,1,-1,0,1,-1,-1,2,-1,0,1,0
4.666666667,0,1,1,1,1,0,1,0,1,-1,0,0,-1,-1,1,2
3.4,1,1,0,0,0,1,1,1,1,1,1,2,1,0,1,2
3.151515152,0,1,0,1,0,1,-1,1,-1,-1,1,2,-1,0,1,2
4.083969466,2,1,0,1,0,-1,-1,-1,1,-1,1,2,-1,1,-1,-1
3.52173913,0,0,0,0,0,1,0,0,0,-1,0,0,-1,0,1,0
4.246376812,0,1,1,1,1,1,1,2,1,-1,1,1,1,1,1,2
1.333333333,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0
4.875,0,1,0,1,0,0,0,0,0,0,-1,1,0,0,1,-1
2.166666667,0,0,1,0,0,1,0,0,1,-1,1,0,-1,0,1,0
4.198473282,0,1,1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,2
3.727272727,2,0,1,1,0,-1,1,1,-1,-1,1,1,-1,0,1,0
3.3125,0,1,1,0,0,1,1,1,-1,-1,1,1,-1,1,1,-1
4.447154472,2,1,1,1,1,-1,1,1,1,-1,1,2,1,1,1,2
3.672897196,2,1,1,1,0,1,-1,1,-1,-1,1,2,-1,1,1,-1
3.08974359,0,1,1,1,0,1,-1,1,-1,1,1,1,-1,0,1,2
2.333333333,0,1,1,0,0,-1,-1,1,1,-1,-1,2,-1,-1,1,2
4.29789864,2,1,1,1,0,1,1,1,1,-1,1,2,-1,1,1,2
2.82,0,1,1,1,0,1,1,1,-1,-1,1,1,-1,1,1,-1
4.909090909,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2
4.333333333,0,0,0,0,0,1,0,0,0,-1,1,0,-1,0,1,2
2.928057554,2,1,1,1,0,1,1,1,-1,-1,1,2,0,0,1,2
4.75,0,-1,1,1,-1,0,1,0,-1,1,0,0,-1,-1,1,2
2.6,0,1,0,0,0,0,0,0,-1,0,0,1,0,0,0,2
3.486238532,0,1,1,0,0,1,1,1,1,-1,1,1,-1,0,1,2
2,0,0,0,0,0,1,0,0,-1,-1,1,1,-1,0,1,0
3.926470588,2,1,1,1,1,1,1,1,1,-1,1,2,1,1,1,2
4.272727273,0,1,1,0,0,1,-1,1,1,-1,-1,1,-1,0,1,-1
4.147058824,0,1,0,0,0,-1,-1,-2,-1,-1,-1,2,-1,1,1,2
3.987283237,2,1,1,1,0,-1,1,1,1,1,1,2,1,0,1,2
2.666666667,0,-1,0,0,0,0,0,0,-1,0,0,1,0,0,1,2
3.666666667,1,-1,0,1,0,1,-1,1,1,-1,1,2,-1,0,1,-1
2.92,2,1,0,1,0,-1,1,1,1,-1,1,2,1,0,1,1
4.320247934,2,1,1,1,-1,1,1,1,1,-1,1,2,1,1,1,2
2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.825,2,1,0,1,0,1,1,1,1,-1,1,2,1,0,1,-1
3.875,0,1,0,0,0,1,1,0,0,-1,-1,2,-1,0,1,0
2.352941176,0,-1,1,0,0,1,-1,0,-1,-1,1,1,-1,0,1,-1
4.555555556,1,1,0,1,0,1,-1,0,1,1,1,2,-1,0,1,2
3.885714286,0,1,0,0,0,1,-1,2,1,-1,1,1,-1,0,1,2
3.733333333,0,1,1,1,0,1,-1,2,-1,-1,1,2,-1,0,1,2
3.842105263,2,0,0,1,0,1,-1,1,1,-1,-1,2,0,0,1,-1
3.991452991,2,1,1,1,-1,-1,1,1,1,-1,1,2,1,1,1,2
3.5,0,1,1,1,0,1,1,1,1,-1,1,1,-1,0,1,2
4.833333333,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,2
4.042600897,0,1,1,1,0,1,1,1,1,-1,1,1,-1,-1,1,2
4,0,-1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,2
4.233333333,0,1,0,1,0,1,-1,0,-1,-1,1,1,-1,0,1,2
4.733333333,0,1,1,1,1,1,-1,2,-1,-1,-1,1,-1,-1,1,2
3.359375,2,1,0,1,0,1,1,2,1,1,1,2,1,0,1,2
3.956298201,2,1,0,1,0,-1,-1,1,1,-1,1,2,1,0,1,-1
3.857142857,0,1,1,0,0,0,0,0,-1,0,0,2,0,0,1,2
4.722222222,0,0,1,0,0,1,-1,2,-1,-1,1,1,-1,-1,1,2
